cod_grupo;des_grupo;code_categorie;des_clase;ref;label
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2867;CARTRIDGES                                                                                          ;2867013;CARTRIDGE BROTHER LC-1100 MAGENTA                                                                   
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2868;TONNERS VARIOS                                                                                      ;2868002;TONNER BROTHER 7220 - TN 350                                                                        
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2868;TONNERS VARIOS                                                                                      ;2868003;TONNER HP 7553X                                                                                     
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2868;TONNERS VARIOS                                                                                      ;2868005;TONNER XEROX PHASER 3450                                                                            
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2868;TONNERS VARIOS                                                                                      ;2868007;TONNER HP 2612A                                                                                     
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2868;TONNERS VARIOS                                                                                      ;2868009;TONNER HP CE255X                                                                                    
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2868;TONNERS VARIOS                                                                                      ;2868015;TONNER HP CC364X NEGRO                                                                              
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2868;TONNERS VARIOS                                                                                      ;2868016;TONNER HP CE505X                                                                                    
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2868;TONNERS VARIOS                                                                                      ;2868025;TONNER HP CE278A                                                                                    
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2868;TONNERS VARIOS                                                                                      ;2868028;TONNER XEROX PHASER 4600 106R01536                                                                  
28;UTILES DE ESCRITORIO Y OFICINA                                                                      ;2868;TONNERS VARIOS                                                                                      ;2868029;TONNER HP CE250A                                                                                    
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2906;CABLES                                                                                              ;2906168;CABLE BIPOLAR AWG N° 16                                                                             
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2906;CABLES                                                                                              ;2906169;CABLE MONOPOLAR DE CU MULTIFILAR 2.5 MM2.                                                           
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2914;FOCOS                                                                                               ;2914081;FOCO CLARO INCANDECENTE E-27 DE 60 W 220 V                                                          
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2914;FOCOS                                                                                               ;2914083;FOCO AHORRADOR MINI ESPIRAL DE 19 W/E27, LUZ 2700 K/IRC80/8000 HRS 220-240 V/1100                   
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2916;FUSIBLES                                                                                            ;2916002;FUSIBLE NH 100 AMP.                                                                                 
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2922;LUMINARIAS                                                                                          ;2922043;LUMINARIA LED DE ADOSAR CUADRADO (60 X 60 CM. 40W.)                                                 
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2924;PILAS (BATERIAS)                                                                                    ;2924018;PILAS ALCALINAS AA                                                                                  
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925019;REACTANCIA ELECTRONICA 2 X 40                                                                       
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925023;REACTANCIA ELECTRONICA 2.20 W/220 - 240 V.                                                          
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925024;REACTANCIA ELECTRONICA 1X40 W/220 - 240 V.                                                          
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925026;REACTANCIA ELECTRONICA 36 WTS 220V M - 493                                                          
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925027;REACTANCIA ELECTRONICA 2X20W/220-240V                                                               
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925028;REACTANCIA ELECTRONICA 2X40W/220-240V                                                               
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2925;REACTANCIAS                                                                                         ;2925029;REACTANCIA ELECTRONICA 1X40W/220-240V                                                               
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2933;TUBOS FLUORESCENTES                                                                                 ;2933025;TUBO FLUORESCENTE T10 O T12, 40W/220V/STANDART/LUZ BLANCA                                           
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2933;TUBOS FLUORESCENTES                                                                                 ;2933026;TUBO FLUORESCENTE T10 O T12, 20W/220V/STANDART/LUZ BLANCA                                           
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2936;DUCHAS                                                                                              ;2936004;DUCHAS ELECTRICAS 4500 - 5500W - TENSION 220V                                                       
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942142;POMADA PARA SOLDAR                                                                                  
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942196;"PLACA MODULAR INTERRUPTOR UNIPOLAR 2X4"" 16A/250V                                                    "
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942199;"PLACA MODULAR TOMACORRIENTE DOBLE NEMA 2X4"" 10A/250V                                                "
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942202;CLAVIJA NEMA 10A/250V                                                                               
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942208;TERMOMAGNETICO CLASE C 16A/1PO/10KA DE PODER DE CORTE RIEL DIN                                      
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942216;FOTOCELULA DE 1000 VA 220V                                                                          
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2942;VARIOS                                                                                              ;2942263;"PLACA MODULAR TOMACORRIENTE DOBLE NEMA SOBREPUESTO 2X4"" 10A/250V                                    "
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2944;MATERIALES ELECTRICOS PARA COMPUTADORAS                                                             ;2944006;CINTA AISLANTE 20 YDAS                                                                              
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2946;DUCTOS                                                                                              ;2946014;CABLE DUCTO 20 MM2 X 2MTS                                                                           
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2946;DUCTOS                                                                                              ;2946015;CABLE DUCTO 20X15MM C/ADHESIVO X2MTS                                                                
29;UTILES Y MATERIALES ELECTRICOS                                                                      ;2947;CINTA ADHESIVA                                                                                      ;2947005;"CINTA AISLANTE 20Y - 3/4""                                                                           "
31;OTROS MATERIALES Y SUMINISTROS                                                                      ;3108;PLACAS NEGATIVAS                                                                                    ;3108004;PLACAS NEGATIVAS FUJI DE 650 X 550 X 0.15 CM.                                                       
31;OTROS MATERIALES Y SUMINISTROS                                                                      ;3131;VARIOS                                                                                              ;3131167;PAD MOUSE                                                                                           
31;OTROS MATERIALES Y SUMINISTROS                                                                      ;3131;VARIOS                                                                                              ;3131274;TINTA ARMSTRONG UK EURO BLACK                                                                       
31;OTROS MATERIALES Y SUMINISTROS                                                                      ;3131;VARIOS                                                                                              ;3131299;"BROCHA DE 3""                                                                                        "
31;OTROS MATERIALES Y SUMINISTROS                                                                      ;3131;VARIOS                                                                                              ;3131300;"BROCHA DE 2""                                                                                        "
31;OTROS MATERIALES Y SUMINISTROS                                                                      ;3131;VARIOS                                                                                              ;3131301;"BROCHA DE 1""                                                                                        "
31;OTROS MATERIALES Y SUMINISTROS                                                                      ;3131;VARIOS                                                                                              ;3131302;HILO DE CORTE                                                                                       
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3201;REPUESTOS VARIOS                                                                                    ;3201772;CLICHÉ P/MARCADOR DE HORA Y FECHA                                                                   
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3210;REPUESTOS PARA VEHÍCULOS                                                                            ;3210076;DESTELLADOR LED 2 FUNCIONES                                                                         
32;OTROS REPUESTOS Y ACCESORIOS                                                                        ;3210;REPUESTOS PARA VEHÍCULOS                                                                            ;3210077;SIRENA SEMIPROFESIONAL                                                                              
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5401;VARIOS                                                                                              ;5401002;MANI VARIAS CLASES                                                                                  
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5401;VARIOS                                                                                              ;5401003;PAPAS FRITAS VARIAS CLASES                                                                          
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5401;VARIOS                                                                                              ;5401036;GALLETAS AMANDI                                                                                     
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5401;VARIOS                                                                                              ;5401040;GALLETAS NEVADITAS                                                                                  
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5401;VARIOS                                                                                              ;5401041;GALLETAS PANCREK CLASICA                                                                            
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5401;VARIOS                                                                                              ;5401044;WAFLES                                                                                              
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5401;VARIOS                                                                                              ;5401045;REFRIGERIO                                                                                          
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5401;VARIOS                                                                                              ;5401061;GRAGEAS DE CHOCOLATE                                                                                
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5401;VARIOS                                                                                              ;5401062;GALLETAS PRETZELS STICKS                                                                            
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5401;VARIOS                                                                                              ;5401066;CROASANT                                                                                            
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5401;VARIOS                                                                                              ;5401073;SALVADO CANELA                                                                                      
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5402;GASEOSAS                                                                                            ;5402001;GASEOSAS DE 500 CC                                                                                  
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5402;GASEOSAS                                                                                            ;5402002;COCA COLA ZERO 500 CC                                                                               
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5402;GASEOSAS                                                                                            ;5402003;MINERAGUA 600 CC                                                                                    
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5403;AGUAS                                                                                               ;5403001;AGUA 600 CC                                                                                         
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5404;JUGOS                                                                                               ;5404001;JUGO DE FRUTA                                                                                       
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5405;CAFÉ                                                                                                ;5405001;CAFÉ INSTANTANEO                                                                                    
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5406;MATE                                                                                                ;5406001;TRIMATE                                                                                             
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5406;MATE                                                                                                ;5406002;MATE DE MANZANILLA                                                                                  
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5406;MATE                                                                                                ;5406003;MATE DE ANIS                                                                                        
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5406;MATE                                                                                                ;5406004;MATE DE COCA                                                                                        
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5407;TÉ                                                                                                  ;5407001;TE CON CANELA                                                                                       
54;GASTOS POR ALIMENTOS Y OTROS SIMILARES                                                              ;5408;AZUCAR                                                                                              ;5408002;AZUCAR DE UNA  ARROBA (25 LIBRAS)                                                                   
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9907;PRODUCTOS DE PAPEL Y CARTON                                                                         ;9907001;PAPEL HIGIENICO                                                                                     
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9907;PRODUCTOS DE PAPEL Y CARTON                                                                         ;9907003;TOALLAS DE PAPEL (PARA DISPENSADOR)                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9907;PRODUCTOS DE PAPEL Y CARTON                                                                         ;9907004;TOALLAS DE PAPEL PARA MANOS                                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9928;TONNERS                                                                                             ;9928001;TONNER BROTHER 7220 - TN 350                                                                        
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9938;INSUMOS DE LIMPIEZA                                                                                 ;9938001;JABON LIQUIDO                                                                                       
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9938;INSUMOS DE LIMPIEZA                                                                                 ;9938002;AMBIENTADORES EN PASTILLA                                                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9938;INSUMOS DE LIMPIEZA                                                                                 ;9938003;AMBIENTADORES SECOS PARA ASCENSORES                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9938;INSUMOS DE LIMPIEZA                                                                                 ;9938004;GEL ANTISEPTICO (PARA DISPENSADOR)                                                                  
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943013;CLAVO DE CONSTRUCCION DE 4 PUL                                                                      
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943016;LIJA DE MADERA #150                                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943029;PINTURA COLOR ROJO SINTETICA (3,5 LITROS)                                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943033;PINTURA COLOR HUESO (3,5 LITROS)                                                                    
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943036;RAMPLU PLASTICO #8                                                                                  
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943038;RODILLO DE PINTAR MARCA TIGRE                                                                       
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943040;TINTE COLOR MOSTAZA UNIVERSAL                                                                       
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9943;DMMI - ALBAÑILERIA                                                                                  ;9943041;TINTE COLOR NEGRO UNIVERSAL                                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944010;CODO GALVANIZADO DE 1/2 PUL                                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944016;COPLA GALVANIZADO DE 1/2 PUL                                                                        
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944090;TEE GAL. DE 1/2 PUL                                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944097;UNION UNIVERSAL GAL. DE 1/2 PUL                                                                     
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944107;JUEGO REPARACION DE TOPE DE CONTROL H-541 A                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944114;NIPLE EXAGONAL DE 1/2 PUL                                                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944165;EMPAQUETADURA ANCHOR (SELLO ANTI FUGA P/INODORO)                                                    
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9944;DMMI - PLOMERIA                                                                                     ;9944170;CINTA TEFLON DE 3/4                                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945006;CABLE BAJO GOMA DE 3 X 12                                                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945009;CABLE BIPOLAR # 2 X 12                                                                              
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945014;CABLE BAJO GOMA DE 3 X 14                                                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945015;CABLE MONOPOLAR SILICONADO # 14                                                                     
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945020;CINTA AISLANTE                                                                                      
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945026;DICROICO COMPLETO DE PARED GU 10 BRONCE                                                             
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945033;FOCO CLARO INCANDECENTE DE 60 W 220 V                                                               
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945063;SOCALO P/TUBO FLORECENTE C/PORTA ARRANCADOR                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945065;SOQUET DE FOCO PORCELANA                                                                            
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945074;TUBOS FLORECENTES DE 40 W 220 V                                                                     
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945103;CABLE MONOPOLAR #12                                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9945;DMMI - ELECTRICIDAD                                                                                 ;9945104;LAMPARA INCANDESCENTE DE 100W                                                                       
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9946;DMMI - CALEFACCION                                                                                  ;9946043;MATERIAL P/FILTRO DE AIRE (ANCHO 1,3 MTS)                                                           
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9947;DMMI - CARPINTERIA                                                                                  ;9947002;BRAZO PARA PUERTA YALE 2000                                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9947;DMMI - CARPINTERIA                                                                                  ;9947006;PINTURA DUCO PLATEADO                                                                               
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9947;DMMI - CARPINTERIA                                                                                  ;9947010;JALADORES METALICO TIPO BOTON                                                                       
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9947;DMMI - CARPINTERIA                                                                                  ;9947011;LIJA DE MADERA # 100                                                                                
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9947;DMMI - CARPINTERIA                                                                                  ;9947012;LIJA DE MADERA # 80                                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9947;DMMI - CARPINTERIA                                                                                  ;9947021;TOPE DE PUERTA MAGNETICA                                                                            
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9948;DMMI - ELECTRONICA                                                                                  ;9948005;CABLE PARA PARLANTE                                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9948;DMMI - ELECTRONICA                                                                                  ;9948007;ROSETA RJ 11 DE 1 SALIDA                                                                            
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9948;DMMI - ELECTRONICA                                                                                  ;9948040;PILA RECARGABLE A A                                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949005;TORNILLO DE ROSCA FINA 3/10 X 2 P PARA GRADAS                                                       
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949018;CADENA PARA COLGAR LUMINARIA                                                                        
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949027;TORNILLO DE ENCARNE DE 1 1/2 PUL X 7 MM                                                             
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949031;TAPA CIEGA P/ELECTRICO                                                                              
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949033;TORNILLOS ROSCA PAN CON TUERCA DE 4 X 25 MM                                                         
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949048;TORNILLO ENCARNE DE 1/8 X 1/2 PUL                                                                   
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949049;TORNILLO ENCARNE DE 1/8 X 1 PUL                                                                     
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949050;TORNILLO DE ENCARNE DE 1/8 X 1 1/4                                                                  
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949053;TORNILLO DE ENCARNE DE 3/16 X 1 PUL                                                                 
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949055;TORNILLO DE ENCARNE DE 3/16 X 1 1/2 PUL                                                             
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9949;DMMI - SEGURIDAD MECANICA                                                                           ;9949057;PERNO HEXAGONAL CON TUERCA Y VOLANDA M6 X 50 MM                                                     
99;MATERIALES NO CONTABILIZABLES (CTRL.FISICO)                                                         ;9951;VARIOS                                                                                              ;9951002;PAPEL CARBONICO                                                                                     
